Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Country,Age,Child,Spending
PhD,Together,44953.0,31,728,17,133,11,8,124,1,7,3,13,6,1,0,0,0,0,GER,40,0,1021
PhD,Married,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,SA,43,1,25
PhD,Married,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,SP,43,1,25
Graduation,Together,40548.0,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,AUS,51,1,120
2n Cycle,Divorced,67893.0,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,SA,46,1,995
Graduation,Single,69267.0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,SA,68,0,1635
Basic,Divorced,9548.0,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,CA,45,1,29
Graduation,Single,68281.0,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,SP,63,0,1655
2n Cycle,Together,92556.0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,SP,61,0,1263
Graduation,Single,48526.0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,SP,42,1,135
Graduation,Single,90273.0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,SP,30,0,1991
2n Cycle,Together,19414.0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,CA,40,1,32
PhD,Single,79761.0,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,SA,63,1,605
PhD,Married,53312.0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,SP,70,0,278
2n Cycle,Together,41039.0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,US,39,0,467
Graduation,Together,88347.0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,SP,60,0,2116
PhD,Married,50150.0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,CA,38,0,410
PhD,Married,50150.0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,SP,38,0,410
Graduation,Single,10245.0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,SP,50,1,41
PhD,Married,33454.0,32,76,10,56,3,1,23,2,4,0,4,8,0,0,0,0,0,US,36,1,169
Graduation,Single,40887.0,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,SP,69,2,161
Graduation,Together,55914.0,32,384,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,US,46,1,1260
Graduation,Together,37292.0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,SP,38,1,460
Graduation,Married,52914.0,32,254,10,44,30,10,227,2,7,3,3,7,1,0,0,0,0,CA,50,1,575
2n Cycle,Married,24884.0,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,SP,49,1,19
Graduation,Single,67384.0,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,SP,51,1,1490
Graduation,Married,51651.0,32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,AUS,61,1,433
Graduation,Married,82497.0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,SA,41,0,1919
2n Cycle,Married,32632.0,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,SP,58,0,576
Master,Married,33562.0,33,21,12,12,0,3,3,3,2,0,4,4,0,0,0,0,0,IND,58,3,51
Graduation,Single,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,GER,54,2,564
Graduation,Single,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,SP,54,2,564
Master,Single,36143.0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,SP,40,1,19
Master,Married,27159.0,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,SP,48,2,21
Master,Together,41275.0,33,24,4,22,0,2,9,4,3,1,3,5,0,0,0,0,0,CA,61,3,61
2n Cycle,Married,76800.0,33,173,26,255,35,71,81,1,4,4,7,1,0,0,0,0,0,IND,56,0,641
Graduation,Married,75794.0,33,754,160,625,63,32,48,1,7,5,12,3,0,0,0,1,0,SA,34,0,1682
Graduation,Married,30833.0,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,SP,70,2,28
PhD,Single,26518.0,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,US,72,2,57
Graduation,Single,91065.0,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,SP,40,0,1474
Master,Single,45183.0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,CA,59,0,315
Graduation,Together,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,SP,71,1,504
Graduation,Widow,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,SP,50,2,44
Graduation,Widow,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,SP,50,2,44
2n Cycle,Married,57036.0,33,1171,43,219,19,14,47,4,6,3,13,9,1,0,0,0,0,IND,46,1,1513
Graduation,Widow,66731.0,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,SP,51,1,1029
PhD,Divorced,35682.0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,AUS,51,1,57
Master,Divorced,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,AUS,32,0,30
Master,Divorced,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,SP,32,0,30
PhD,Divorced,57912.0,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,SA,56,1,916
Graduation,Married,36026.0,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,AUS,49,3,61
Graduation,Married,35788.0,34,23,2,11,3,1,4,2,2,0,3,6,0,0,0,0,0,CA,50,2,44
Graduation,Married,42243.0,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,SA,62,2,55
Graduation,Divorced,46086.0,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,SP,65,1,343
Master,Together,61346.0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,IND,43,1,989
Master,Single,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,US,50,2,131
Master,Single,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,SP,50,2,131
Basic,Single,21063.0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,SP,34,1,59
Graduation,Single,33697.0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,GER,51,1,28
2n Cycle,Married,25804.0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,CA,43,1,55
Graduation,Married,72117.0,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,SP,44,1,1073
Graduation,Married,61286.0,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,IND,55,1,608
Graduation,Married,61286.0,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,GER,55,1,608
Graduation,Together,65196.0,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,SP,63,2,1155
Graduation,Divorced,55635.0,34,235,65,164,50,49,27,4,7,3,7,6,0,0,0,0,0,US,50,1,590
Master,Together,42021.0,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,SP,40,1,573
Master,Married,75251.0,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,GER,49,0,1890
Graduation,Together,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,SP,53,3,106
PhD,Together,53374.0,34,896,10,101,13,10,34,6,4,2,9,9,1,0,0,0,0,CA,52,1,1064
Graduation,Married,87195.0,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,CA,62,0,1097
2n Cycle,Single,42395.0,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,IND,40,2,182
Graduation,Together,82427.0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,SP,55,0,1456
Master,Together,44602.0,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,IND,52,2,292
Graduation,Married,94642.0,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,SP,70,0,2211
Graduation,Together,28359.0,35,6,0,5,2,1,2,1,1,0,2,7,0,0,0,0,0,SA,38,1,16
Graduation,Single,55801.0,35,367,4,51,6,4,95,6,7,2,6,7,0,0,0,1,0,US,46,2,527
Graduation,Married,92955.0,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,SA,48,0,1778
Graduation,Together,56534.0,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,SP,53,1,815
Graduation,Single,69627.0,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,US,59,1,861
Master,Divorced,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,SP,51,0,1812
Graduation,Together,44964.0,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,AUS,41,2,41
PhD,Single,30899.0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,SA,47,1,33
PhD,Divorced,78825.0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,SP,57,0,895
Graduation,Married,25545.0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,SP,34,1,210
PhD,Widow,47111.0,35,595,71,153,120,112,41,6,3,2,10,9,0,0,0,0,0,SA,50,1,1092
PhD,Single,49667.0,35,1181,26,120,17,13,39,2,5,10,5,8,1,0,0,0,0,CA,66,0,1396
Master,Together,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,SP,74,0,711
PhD,Together,46910.0,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,SP,57,2,68
Basic,Married,25224.0,36,4,9,12,11,2,8,2,1,1,3,3,0,0,0,0,0,CA,49,1,46
Graduation,Together,77382.0,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,SP,53,1,1121
PhD,Divorced,28420.0,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,SP,54,1,13
Graduation,Divorced,32952.0,36,38,0,12,3,1,1,1,2,0,3,7,0,0,0,0,0,CA,44,1,55
Graduation,Married,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,SP,46,1,362
PhD,Together,83532.0,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,SP,122,0,1853
PhD,Together,73059.0,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,SP,74,1,1095
PhD,Together,73059.0,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,SA,74,1,1095
Graduation,Married,35701.0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,SP,62,0,46
Master,Single,89616.0,36,671,47,655,145,111,15,1,7,5,12,2,0,0,0,0,0,CA,38,0,1644
Graduation,Together,105471.0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,SP,51,0,1724
Master,Widow,78427.0,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,GER,73,0,1930
Graduation,Married,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,SP,35,1,61
Graduation,Married,59809.0,36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,CA,45,2,877
Graduation,Single,39660.0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,SP,39,1,299
2n Cycle,Together,52203.0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,US,71,0,939
PhD,Alone,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,CA,48,2,49
PhD,Divorced,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,SP,48,2,49
PhD,Divorced,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,SP,48,2,49
PhD,Divorced,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,SA,48,2,49
PhD,Widow,76842.0,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,SP,71,0,1130
Graduation,Single,15033.0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,SA,70,0,19
PhD,Married,67353.0,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,AUS,51,1,913
2n Cycle,Married,17003.0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,GER,46,1,38
Master,Together,65735.0,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,SP,56,2,395
Graduation,Widow,45684.0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,SA,50,1,28
Graduation,Together,21918.0,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,CA,52,1,33
Graduation,Married,51267.0,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,CA,43,2,270
Graduation,Together,59868.0,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,SP,49,1,1194
Graduation,Married,51373.0,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,SP,30,0,393
Master,Together,46692.0,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,SP,63,1,397
Master,Together,157733.0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,SP,50,1,59
PhD,Married,54432.0,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,SP,71,3,38
Graduation,Single,79607.0,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,CA,37,0,1923
Graduation,Divorced,51813.0,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,CA,49,2,63
Basic,Married,17487.0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,AUS,32,1,18
PhD,Together,40706.0,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,SA,53,3,81
PhD,Divorced,62859.0,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,SP,62,1,1307
Graduation,Married,61074.0,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,SA,63,1,1102
Graduation,Widow,43638.0,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,SP,52,1,201
Graduation,Married,58116.0,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,SP,65,1,443
PhD,Widow,62187.0,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,SP,52,1,636
Graduation,Single,46344.0,38,11,1,6,2,1,6,2,1,1,2,5,0,0,0,0,0,US,67,2,27
Graduation,Married,77353.0,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,SP,41,1,670
PhD,Single,69759.0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,SP,55,0,1029
Graduation,Divorced,21846.0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,SA,35,1,84
Graduation,Together,76532.0,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,SP,46,2,820
Master,Married,70053.0,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,SP,56,1,1012
2n Cycle,Single,75342.0,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,SP,63,1,563
Master,Together,27590.0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,SP,39,1,12
Graduation,Married,51148.0,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,IND,48,2,315
Graduation,Divorced,33378.0,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,SA,58,2,99
PhD,Married,32644.0,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,SP,48,1,413
PhD,Married,33581.0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,SP,52,2,17
2n Cycle,Married,12393.0,38,5,6,15,11,7,13,1,2,0,3,9,0,0,0,0,0,SA,43,0,57
PhD,Single,42710.0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,SP,37,1,406
2n Cycle,Married,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,IND,64,0,1853
2n Cycle,Married,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,CA,64,0,1853
PhD,Married,22554.0,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,SP,66,2,41
Graduation,Married,17323.0,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,US,34,0,46
Graduation,Divorced,62204.0,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,SP,61,2,946
PhD,Widow,78028.0,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,SP,65,1,528
Graduation,Divorced,63887.0,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,SA,59,1,1245
PhD,Together,32727.0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,CA,56,0,529
Graduation,Together,29103.0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,SP,36,1,48
Graduation,Married,61482.0,39,48,58,68,16,66,43,1,3,2,6,2,0,0,0,0,0,SA,56,0,299
Graduation,Single,20587.0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,CA,51,1,25
Graduation,Single,20587.0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,CA,51,1,25
PhD,Together,52190.0,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,SA,45,2,77
Graduation,Together,48186.0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,SP,47,1,219
Graduation,Married,19329.0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,CA,53,1,60
Master,Married,34109.0,39,9,1,5,2,1,4,1,0,0,3,4,0,0,0,0,0,AUS,50,1,22
Graduation,Married,23477.0,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,SP,35,1,147
PhD,Together,47472.0,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,SP,55,2,75
PhD,Divorced,14849.0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,SP,45,1,65
2n Cycle,Married,26224.0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,SP,43,1,63
PhD,Single,27238.0,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,SP,59,2,57
Master,Together,42602.5,39,187,5,65,26,20,14,2,4,2,6,5,0,0,0,0,0,US,51,1,317
Graduation,Single,57967.0,39,229,7,137,4,0,91,5,4,2,8,5,0,0,0,0,0,IND,59,1,468
PhD,Widow,51569.0,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,SP,72,1,467
PhD,Married,72550.0,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,AUS,67,2,1319
Master,Married,44511.0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,AUS,51,1,727
2n Cycle,Married,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,SP,66,1,587
2n Cycle,Married,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,SP,66,1,587
PhD,Together,77845.0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,US,32,0,1346
PhD,Married,36663.0,40,18,0,6,3,3,5,1,1,1,3,2,0,0,0,0,0,SA,46,1,35
Master,Married,53204.0,40,29,0,8,2,0,6,1,1,0,3,4,0,0,0,0,0,GER,45,2,45
Master,Married,21059.0,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,SP,39,1,44
Master,Married,67087.0,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,AUS,68,1,794
Graduation,Single,73892.0,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,CA,68,0,1507
Graduation,Together,75114.0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,SA,29,0,1253
Graduation,Married,42192.0,40,40,15,15,17,6,7,1,2,1,3,4,0,0,0,0,0,AUS,73,0,100
Graduation,Married,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,SP,61,2,48
Graduation,Together,22775.0,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,SA,43,1,15
Graduation,Together,22775.0,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,IND,43,1,15
Graduation,Together,31590.0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,CA,49,1,38
Graduation,Married,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,SA,49,1,1690
Graduation,Married,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,AUS,49,1,1690
Basic,Married,14188.0,40,2,7,11,16,12,27,1,2,0,4,6,0,0,0,0,0,GER,49,0,75
PhD,Married,18169.0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,SP,36,1,21
Graduation,Married,62503.0,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,SP,65,1,973
Graduation,Married,46734.0,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,SP,67,1,330
PhD,Single,68126.0,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,CA,30,0,1820
PhD,Married,52869.0,40,84,3,61,2,1,21,3,3,1,4,7,0,0,0,0,0,SA,67,2,172
Graduation,Single,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,SP,35,1,27
Graduation,Single,75825.0,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,GER,45,0,2209
Graduation,Married,57045.0,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,AUS,71,1,454
2n Cycle,Together,34984.0,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,SP,46,2,38
Graduation,Married,27803.0,40,8,26,46,38,9,49,2,3,0,4,8,0,0,0,0,0,AUS,48,1,176
PhD,Married,69283.0,41,674,62,134,0,26,8,4,7,3,13,5,0,0,0,0,0,IND,46,1,904
Basic,Single,18746.0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,SP,29,1,64
2n Cycle,Married,70924.0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,SP,56,0,1363
2n Cycle,Married,70924.0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,SP,56,0,1363
2n Cycle,Together,69401.0,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,GER,48,1,690
Master,Divorced,75012.0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,AUS,45,0,1027
Master,Together,85738.0,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,SP,43,0,1371
Graduation,Together,60934.0,41,224,155,155,192,93,54,2,6,4,11,4,0,0,0,0,0,CA,46,1,873
Master,Married,27161.0,41,7,4,23,7,0,11,1,1,0,3,7,0,0,0,0,0,SA,35,1,52
PhD,Divorced,64325.0,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,SP,60,1,1307
Basic,Married,18978.0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,SP,48,1,37
Graduation,Married,41124.0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,SP,44,1,506
PhD,Single,39684.0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,SP,37,1,81
PhD,Married,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,SP,58,2,793
Graduation,Married,37040.0,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,US,39,0,316
Master,Married,78710.0,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,SP,44,1,1092
Graduation,Married,92910.0,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,SP,35,0,1795
Graduation,Together,36283.0,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,CA,45,2,29
PhD,Together,79632.0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,SA,47,0,1113
Graduation,Together,28587.0,42,22,4,17,12,10,13,3,2,0,4,6,0,0,0,0,0,SP,43,1,78
Graduation,Together,88325.0,42,519,71,860,93,27,53,1,6,2,9,2,0,0,0,0,0,IND,40,0,1623
Master,Married,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,SP,63,1,195
2n Cycle,Divorced,63998.0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,SP,69,0,1168
2n Cycle,Single,38593.0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,SP,43,1,177
Master,Married,27889.0,42,14,0,4,0,0,8,1,1,1,2,6,0,0,0,0,0,AUS,44,1,26
2n Cycle,Single,45889.0,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,CA,41,1,46
PhD,Together,56575.0,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,CA,54,2,542
Basic,Single,16014.0,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,SP,42,2,38
Master,Alone,61331.0,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,CA,63,2,632
Master,Single,70893.0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,SP,45,0,1508
Graduation,Married,2447.0,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,US,42,1,1730
Graduation,Single,64849.0,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,SP,64,0,1336
Graduation,Married,42387.0,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,SP,32,1,684
2n Cycle,Single,80617.0,42,594,51,631,72,55,32,1,4,6,8,2,0,0,0,0,0,IND,26,0,1435
Graduation,Together,54006.0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,SP,36,1,581
Graduation,Together,16531.0,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,CA,43,1,44
PhD,Together,30843.0,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,IND,55,2,35
PhD,Married,18988.0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,AUS,37,1,16
PhD,Married,81051.0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,SP,56,0,1501
Graduation,Single,39747.0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,SA,33,1,273
PhD,Single,34554.0,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,CA,62,1,55
PhD,Married,52854.0,43,105,0,10,0,1,0,2,2,1,4,5,0,0,0,0,0,SA,62,2,116
Graduation,Together,81205.0,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,IND,51,0,2009
PhD,Married,69084.0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,SP,51,1,1586
PhD,Married,69084.0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,SP,51,1,1586
PhD,Married,65352.0,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,SA,47,1,405
Graduation,Married,22063.0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,CA,49,1,55
Graduation,Single,47691.0,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,SP,42,1,21
